Name,TotalApps,TotalAdmit,TotalEnroll,SATPercent,ACTPercent,SAT25,SAT75,ACT25,ACT75,AssocDegree,PercentAdmit,Tuition14,InStateTuition14,OutofStateTuition14,State,Region,Type,Location,UnderGradEnroll,FTUnderGradEnroll,PTUnderGradEnroll,BlackPercent,LatinPercent,WomenPercent,4yrGradRate,5yrGradRate,6yrGradRate,FinAidPercent,AnyFinAidPercent,FedGrantPercent,PellGrantPercent
San Diego State University-Imperial Valley Campus,201,122,101,86,54,360,480,16,21,0,61,5706,,,California,Far West,Public,Midsize Suburb,740,410,330,0,87,70,33,59,66,,,,
San Francisco State University,31462,20070,3807,93,23,430,550,19,24,0,64,6450,23828,34988,California,Far West,Public,Large City,26156,22111,4045,5,24,57,13,35,45,70,53,47,47
San Jose State University,25155,15967,3384,94,24,440,550,19,25,0,63,7343,23629,34789,California,Far West,Public,Large City,25862,20852,5010,3,24,49,8,33,48,60,45,40,40
Santa Clara University,14339,7344,1278,79,48,590,680,27,31,0,51,42156,59589,59589,California,Far West,Private,Midsize City,5435,5338,97,3,17,50,77,83,84,84,82,12,12
Savannah State University,2922,2425,1301,70,57,390,460,16,19,0,83,5415,16174,25935,Georgia,Southeast,Public,Midsize City,4602,4098,504,87,2,55,8,23,29,99,88,82,80
Schreiner University,894,828,299,81,54,430,540,19,24,0,93,22484,35509,35509,Texas,Southwest,Private,Remote Town,1065,1029,36,3,29,57,35,40,41,100,100,44,44
Scripps College,2378,849,272,73,43,640,733,29,32,0,36,45564,61370,61370,California,Far West,Private,Large Suburb,990,979,11,3,8,100,80,84,84,61,52,12,12
Seattle Pacific University,5165,3726,767,84,41,520,630,23,28,0,72,33813,47674,47674,Washington,Far West,Private,Large City,3366,3230,136,4,8,66,54,66,69,97,97,32,32
Seattle University,7160,5243,976,81,39,520,640,24,29,0,73,36465,52605,52605,Washington,Far West,Private,Large City,4608,4377,231,3,9,58,59,74,77,96,96,20,19
Seton Hall University,10735,8498,1342,90,18,500,600,22,27,0,79,35820,50318,50318,New Jersey,Mid East,Private,Large Suburb,5839,5380,459,13,17,59,50,62,64,98,97,27,26
Seton Hill University,2414,1574,386,92,37,450,570,19,26,0,65,30300,43900,43900,Pennsylvania,Mid East,Private,Large Suburb,1958,1415,543,8,2,63,45,60,61,100,100,40,40
Sewanee-The University of the South,3285,1980,488,50,51,580,670,26,30,0,60,35756,47970,47970,Tennessee,Southeast,Private,Distant Rural,1620,1602,18,5,4,51,76,78,78,77,77,20,20
Shenandoah University,1833,1550,459,90,31,440,550,19,26,0,85,29934,43598,43598,Virginia,Southeast,Private,Small City,2150,1791,359,13,6,61,34,42,45,100,99,27,27
Shepherd University,2023,1639,756,57,56,460,560,19,24,0,81,6256,19311,28895,West Virginia,Southeast,Public,Fringe Town,3990,3289,701,8,3,57,18,34,38,91,75,36,36
Shippensburg University of Pennsylvania,5949,4962,1520,99,17,440,530,18,22,0,83,9448,24046,32514,Pennsylvania,Mid East,Public,Fringe Town,6550,6219,331,9,4,50,37,53,55,87,46,31,31
Shorter University,1597,1087,309,67,61,410,530,18,23,24,68,19670,33230,33230,Georgia,Southeast,Private,Small City,1544,1384,160,17,4,57,33,46,46,99,98,45,45
Siena College,8082,5500,734,77,38,500,600,22,27,0,68,31368,47265,47265,New York,Mid East,Private,Large Suburb,3151,3007,144,4,7,53,74,79,80,98,98,24,24
Siena Heights University,1422,962,300,2,88,392,560,19,23,5,68,21890,34014,34014,Michigan,Great Lakes,Private,Distant Town,2424,1237,1187,12,5,57,21,41,43,100,100,46,45
Silver Lake College of the Holy Family,170,102,40,5,93,438,493,17,23,0,60,23180,36020,36020,Wisconsin,Great Lakes,Private,Distant Town,501,213,288,7,4,67,24,37,37,100,100,57,57
Simmons College,4239,2076,339,91,24,520,630,23,28,0,49,35380,52610,52610,Massachusetts,New England,Private,Large City,1732,1577,155,6,6,100,66,70,71,97,97,26,25
Simpson University,573,318,150,85,33,460,570,21,23,0,55,23300,35324,35324,California,Far West,Private,Small City,1024,993,31,3,14,66,38,45,47,100,99,48,48
Skidmore College,8285,2904,660,78,31,560,680,26,30,0,35,45874,60900,60900,New York,Mid East,Private,Small Suburb,2684,2647,37,4,9,61,83,85,86,57,46,14,13
Slippery Rock University of Pennsylvania,5475,3667,1409,100,30,450,540,19,23,0,67,9027,22132,25634,Pennsylvania,Mid East,Public,Distant Town,7595,7057,538,5,2,56,40,60,63,89,49,32,32
Soka University of America,422,183,112,91,28,500,640,25,29,0,43,29144,43128,43128,California,Far West,Private,Large Suburb,412,412,0,5,8,64,78,84,84,100,100,27,26
Sonoma State University,13142,10758,1749,93,38,450,550,19,24,0,82,7234,23295,34455,California,Far West,Public,Large Suburb,8391,7679,712,2,24,61,26,48,54,62,41,29,29
South Carolina State University,4499,2285,569,61,39,400,416,17,19,0,51,9776,26244,35378,South Carolina,Southeast,Public,Distant Town,2937,2714,223,95,1,52,14,29,36,98,89,79,79
South Dakota State University,4851,4458,2306,5,94,440,590,20,25,21,92,7713,19446,21528,South Dakota,Plains,Public,Remote Town,10969,8646,2323,2,2,52,27,52,57,92,69,31,30
Southeast Missouri State University,4388,3750,1729,2,90,435,555,20,25,24,85,6863,19211,24543,Missouri,Plains,Public,Small City,10605,7953,2652,9,1,57,27,44,49,93,87,40,40
Southeastern University,2124,1260,865,59,49,430,550,17,23,0,59,19986,32234,32234,Florida,Southeast,Private,Small City,3083,2473,610,13,16,55,24,35,38,97,96,46,46
Southern Adventist University,2313,885,490,46,77,470,600,20,25,166,38,19790,30874,30874,Tennessee,Southeast,Private,Large Suburb,2825,2348,477,11,20,56,19,32,54,99,97,38,38
Southern Arkansas University Main Campus,2720,1654,663,6,94,410,520,18,24,119,61,7466,19438,22588,Arkansas,Southeast,Public,Remote Town,2960,2497,463,27,2,58,14,24,30,97,95,58,58
Southern Connecticut State University,4870,3673,1380,97,8,410,510,17,22,0,75,9020,22945,34411,Connecticut,New England,Public,Midsize City,8257,7016,1241,15,11,61,18,42,49,81,57,33,33
Southern Illinois University-Carbondale,11634,9176,2612,6,94,450,590,19,25,89,79,12093,25409,38032,Illinois,Great Lakes,Public,Small City,13306,11803,1503,20,7,45,23,39,44,88,70,53,52
Southern Illinois University-Edwardsville,7646,6437,1966,2,98,470,580,20,25,0,84,9666,23069,34013,Illinois,Great Lakes,Public,Large Suburb,11229,9556,1673,14,4,53,28,46,50,86,61,37,36
Southern Methodist University,12080,6125,1431,60,62,600,690,27,31,0,51,43800,61355,61355,Texas,Southwest,Private,Large Suburb,6357,6119,238,6,12,51,67,77,79,76,73,13,13
Southern Polytechnic State University,1689,1317,797,80,46,500,600,22,26,2,78,5732,18862,29890,Georgia,Southeast,Public,Small City,5732,4142,1590,21,8,19,10,29,38,91,83,39,39
Southern University at New Orleans,1563,764,684,1,99,420,650,15,18,24,49,4911,16191,16191,Louisiana,Southeast,Public,Large City,1809,1222,587,83,1,75,4,9,11,58,58,58,58
Southern Utah University,8318,4749,1272,13,90,470,570,20,26,421,57,5924,19082,31060,Utah,Rocky Mountains,Public,Remote Town,7017,5254,1763,1,4,55,22,35,41,88,80,36,36
Southern Vermont College,336,334,93,77,15,400,490,16,20,41,99,22000,35500,35500,Vermont,New England,Private,Fringe Rural,480,453,27,9,9,62,28,28,28,99,99,73,46
Southern Virginia University,763,762,226,42,68,460,570,17,26,0,100,18900,30300,30300,Virginia,Southeast,Private,Distant Town,662,636,26,4,2,53,28,33,33,100,100,39,39
Southern Wesleyan University,698,654,158,72,34,400,540,15,22,48,94,22200,33750,33750,South Carolina,Southeast,Private,Large Suburb,1333,1304,29,29,3,61,29,42,43,97,96,57,57
Southwest Baptist University,2179,1966,482,7,85,400,550,20,26,150,90,20040,30340,30340,Missouri,Plains,Private,Distant Town,2962,2019,943,5,1,64,37,45,48,97,95,49,48
Southwestern Adventist University,1326,715,172,64,40,420,550,17,22,2,54,18640,29602,29602,Texas,Southwest,Private,Fringe Town,791,642,149,15,41,58,22,37,38,100,99,54,54
Southwestern Christian University,405,358,254,18,82,420,575,17,23,9,88,14220,26470,26470,Oklahoma,Southwest,Private,Large Suburb,804,565,239,27,7,55,35,47,53,93,86,77,67
Southwestern College,436,391,128,18,79,398,548,20,25,0,90,23886,37632,37632,Kansas,Plains,Private,Distant Town,1358,553,805,10,8,43,42,51,53,100,100,43,43
Southwestern University,3546,1850,491,83,54,520,640,22,29,0,52,35240,48080,48080,Texas,Southwest,Private,Large Suburb,1535,1519,16,5,19,57,65,70,70,100,99,27,27
Spalding University,1094,887,402,14,89,440,520,18,22,1,81,22425,37439,37439,Kentucky,Southeast,Private,Large City,1371,954,417,22,3,70,18,33,40,99,99,54,54
Spelman College,6081,2312,523,74,55,470,570,20,24,0,38,24634,42879,42879,Georgia,Southeast,Private,Large City,2129,2061,68,85,0,100,60,66,68,90,70,47,46
Spring Arbor University,2698,1755,368,6,94,480,575,20,26,13,65,23400,34046,34046,Michigan,Great Lakes,Private,Small Suburb,2968,2006,962,12,3,69,30,54,57,100,100,50,49
Spring Hill College,6596,3052,431,20,92,480,600,21,27,0,46,30924,46170,46170,Alabama,Southeast,Private,Midsize City,1292,1205,87,16,9,60,47,55,56,100,100,34,33
Springfield College,2231,1560,513,93,18,450,550,20,25,0,70,32560,46480,46480,Massachusetts,New England,Private,Midsize City,2182,2128,54,4,5,48,58,67,69,99,98,24,24
St Andrews University,898,579,178,67,49,430,510,18,23,0,64,23332,40000,40000,North Carolina,Southeast,Private,Distant Town,595,558,37,14,1,53,4,42,42,100,100,42,42
St Bonaventure University,2754,2203,438,92,61,460,580,21,27,0,80,29589,42359,42359,New York,Mid East,Private,Remote Town,1826,1780,46,5,6,51,54,66,67,99,99,30,29
St Catherine University,3071,1870,443,5,96,480,620,20,25,224,61,34744,47012,47012,Minnesota,Plains,Private,Large City,3559,2188,1371,10,5,97,38,58,61,100,99,46,45
St John's University-New York,51634,27449,2792,93,19,480,590,21,27,19,53,37260,56971,56971,New York,Mid East,Private,Large City,15773,10908,4865,15,16,55,36,47,55,98,97,43,43
St Mary's College of Maryland,1985,1430,419,92,21,570,670,25,30,0,72,14864,29599,43399,Maryland,Mid East,Public,Small Suburb,1819,1762,57,8,6,59,71,78,79,72,61,12,12
St Mary's University,5147,2997,596,75,45,470,570,21,24,0,58,25126,38192,38192,Texas,Southwest,Private,Large City,2393,2286,107,4,72,56,33,53,55,98,96,54,53
St Olaf College,4011,2374,752,37,78,590,710,26,31,0,59,40700,51860,51860,Minnesota,Plains,Private,Distant Town,3125,3081,44,1,4,56,83,87,87,93,92,15,15
St Thomas Aquinas College,1841,1514,337,95,20,420,520,17,20,3,82,26340,41120,41120,New York,Mid East,Private,Large Suburb,1801,1259,542,7,16,53,36,52,53,97,94,36,36
St Thomas University,727,332,210,56,42,410,510,16,21,0,46,26370,41649,41649,Florida,Southeast,Private,Large Suburb,1035,963,72,24,43,55,28,36,38,100,100,60,60
Stanford University,38828,2208,1677,86,39,680,780,31,34,0,6,43683,60749,60749,California,Far West,Private,Large Suburb,7274,6981,293,6,16,49,76,92,96,66,53,14,14
State University of New York at New Paltz,12892,5620,1119,92,25,510,610,23,27,0,44,7083,21403,30853,New York,Mid East,Public,Large Suburb,6570,6060,510,5,11,63,51,68,70,73,48,29,29
Stephen F Austin State University,11383,6474,2253,78,50,430,540,19,24,0,57,8412,22948,33568,Texas,Southwest,Public,Fringe Rural,11006,9333,1673,22,14,63,23,39,43,86,71,47,46
Stephens College,783,529,168,16,88,440,630,19,26,0,68,27954,42424,42424,Missouri,Plains,Private,Midsize City,647,521,126,18,2,99,25,58,59,100,100,55,55
Sterling College,883,389,169,19,76,460,540,19,25,0,44,21200,30652,30652,Kansas,Plains,Private,Distant Rural,690,595,95,9,9,46,30,39,42,100,100,42,41
Stetson University,10509,6227,852,50,36,540,640,23,28,0,59,38330,53712,53712,Florida,Southeast,Private,Midsize Suburb,2729,2692,37,8,14,57,56,63,64,100,100,35,34
Stevens Institute of Technology,4977,1899,622,77,23,570,670,27,32,0,38,44490,60554,60554,New Jersey,Mid East,Private,Large Suburb,2691,2661,30,2,9,28,45,77,79,98,97,22,21
Stevenson University,5318,3169,752,93,20,440,540,18,23,0,60,27082,43556,43556,Maryland,Mid East,Private,Fringe Rural,3965,3288,677,28,4,65,42,53,56,99,99,33,33
Stillman College,4121,1772,257,6,59,350,450,17,20,0,43,15901,26877,26877,Alabama,Southeast,Private,Small City,863,808,55,92,1,49,17,23,26,100,100,74,74
Stonehill College,6548,4643,610,84,19,510,610,22,28,0,71,36160,52370,52370,Massachusetts,New England,Private,Large Suburb,2481,2458,23,3,4,62,82,84,85,92,89,18,17
Stony Brook University,30300,11963,2709,88,26,550,650,26,30,0,39,7995,22127,34067,New York,Mid East,Public,Large Suburb,15992,14892,1100,6,10,46,45,63,66,80,69,34,34
Suffolk University,9275,7652,1188,89,9,440,560,20,25,2,83,31716,49979,49979,Massachusetts,New England,Private,Large City,5658,5236,422,5,11,55,41,52,55,80,77,35,35
Sul Ross State University,1638,855,310,47,58,360,490,15,21,1,52,5436,18556,27052,Texas,Southwest,Public,Remote Town,2003,1213,790,7,62,56,14,22,27,94,76,63,63
SUNY at Albany,21178,11744,2568,91,26,490,580,22,26,0,55,8040,22419,32739,New York,Mid East,Public,Small City,12822,12055,767,14,13,48,56,64,66,79,59,37,36
SUNY at Binghamton,28232,12104,2664,93,33,590,675,27,30,0,43,8144,22832,33152,New York,Mid East,Public,Midsize Suburb,12997,12559,438,5,10,47,69,79,81,61,43,24,24
SUNY at Fredonia,5883,3032,1007,82,27,470,570,21,26,0,52,7400,21638,31088,New York,Mid East,Public,Distant Town,5092,4945,147,5,5,55,45,63,64,87,65,37,35
SUNY at Purchase College,8405,2790,775,95,22,500,600,21,26,0,33,7573,24672,34122,New York,Mid East,Public,Large Suburb,4239,3847,392,8,18,56,50,58,60,82,60,36,34
SUNY College at Brockport,8570,4091,1085,94,41,470,570,21,26,0,48,7222,20952,30402,New York,Mid East,Public,Fringe Town,7090,6411,679,8,5,55,48,64,67,87,68,40,38
SUNY College at Cortland,11518,5394,1207,87,19,480,550,21,25,0,47,7327,22634,32084,New York,Mid East,Public,Distant Town,6400,6281,119,4,10,56,47,67,70,84,57,31,26
SUNY College at Geneseo,9164,4184,997,57,42,580,690,27,29,0,46,7430,21672,31122,New York,Mid East,Public,Distant Town,5504,5386,118,3,6,58,66,77,78,59,42,18,18
SUNY College at Old Westbury,3341,1939,410,82,7,450,530,19,22,0,58,6624,19284,28534,New York,Mid East,Public,Large Suburb,4161,3558,603,30,21,58,20,32,36,77,64,52,52
SUNY College at Oswego,10351,5034,1508,96,33,520,590,22,26,0,49,7181,21991,31441,New York,Mid East,Public,Distant Town,7328,6954,374,6,9,52,40,56,58,91,78,40,40
SUNY College at Plattsburgh,8193,3739,954,89,29,460,550,20,24,0,46,7179,21309,30759,New York,Mid East,Public,Distant Town,5639,5186,453,6,8,56,41,58,60,91,77,37,34
SUNY College of Agriculture and Technology at Cobleskill,2765,2021,781,80,6,450,540,16,22,361,73,7149,22661,32111,New York,Mid East,Public,Distant Town,2453,2267,186,11,10,52,29,40,44,90,77,54,54
SUNY College of Environmental Science and Forestry,1538,777,288,89,48,520,620,23,27,47,51,7033,24093,33543,New York,Mid East,Public,Midsize City,1702,1647,55,1,2,43,51,69,71,90,84,32,23
SUNY College of Technology at Alfred,5761,3165,1101,69,24,470,570,21,26,828,55,7294,23239,29899,New York,Mid East,Public,Remote Town,3555,3222,333,10,6,40,39,47,49,94,82,56,55
SUNY Institute of Technology at Utica-Rome,1954,929,274,93,22,450,550,22,26,0,48,7090,23065,32515,New York,Mid East,Public,Midsize Suburb,1804,1425,379,7,5,41,32,45,48,92,83,46,45
SUNY Maritime College,1279,818,331,90,38,450,570,20,26,11,64,7109,22614,32064,New York,Mid East,Public,Large City,1601,1517,84,4,9,11,25,44,50,76,45,20,20
SUNY Oneonta,10261,5205,1119,91,40,500,580,22,25,0,51,7230,21680,31130,New York,Mid East,Public,Remote Town,5800,5675,125,3,9,60,54,69,70,79,53,27,27
Susquehanna University,3217,2327,589,80,17,510,620,23,27,3,72,38780,51400,51400,Pennsylvania,Mid East,Private,Distant Town,2187,2129,58,5,5,56,71,74,75,98,98,26,25
Swarthmore College,6615,947,388,81,37,680,760,31,34,0,14,44718,60671,60671,Pennsylvania,Mid East,Private,Large Suburb,1534,1526,8,6,14,51,89,93,93,59,49,13,13
Sweet Briar College,905,763,197,81,41,480,620,21,27,0,84,33605,49105,49105,Virginia,Southeast,Private,Midsize Suburb,703,680,23,9,7,98,54,57,57,100,100,38,38
Syracuse University,28269,13990,3487,81,33,500,620,23,28,6,49,40458,57450,57450,New York,Mid East,Private,Midsize City,15097,14422,675,9,11,55,69,79,81,74,70,27,26
Tabor College,517,380,159,27,83,400,510,18,27,0,74,22730,36750,36750,Kansas,Plains,Private,Remote Town,725,565,160,8,11,48,45,54,54,100,100,46,43
Tarleton State University,6223,3536,1617,79,63,430,530,19,23,28,57,5856,17964,26460,Texas,Southwest,Public,Remote Town,11348,7842,3506,10,16,60,22,38,43,86,68,41,41
Taylor University,1637,1434,459,41,59,520,660,24,31,4,88,28753,39742,39742,Indiana,Great Lakes,Private,Distant Town,2146,1852,294,2,3,55,65,74,74,99,99,24,24
Temple University,18813,12016,4390,92,20,500,610,22,27,2,64,14096,29632,39658,Pennsylvania,Mid East,Public,Large City,28068,24743,3325,13,5,51,39,61,66,89,82,28,27
Tennessee Technological University,4973,4633,2176,4,92,450,600,20,26,0,93,7063,22963,37963,Tennessee,Southeast,Public,Remote Town,10052,9140,912,4,2,44,22,44,51,98,90,36,36
Tennessee Wesleyan College,791,564,208,9,90,430,510,19,24,0,71,21800,31400,31400,Tennessee,Southeast,Private,Distant Town,1068,991,77,7,2,62,32,41,44,95,95,51,51
Texas A & M International University,4784,2289,828,74,45,390,491,16,20,0,48,5818,17366,25862,Texas,Southwest,Public,Midsize City,6585,4022,2563,1,94,58,21,37,43,99,96,82,78
Texas A & M University-College Station,31387,21803,10241,86,55,520,630,23,29,0,69,8506,21051,37671,Texas,Southwest,Public,Small City,44072,39641,4431,3,20,48,49,75,79,79,65,26,26
Texas A & M University-Commerce,4236,2888,943,72,54,430,540,18,24,0,68,6583,14867,25487,Texas,Southwest,Public,Distant Town,6969,5178,1791,20,14,59,24,40,45,93,87,57,57
Texas A & M University-Corpus Christi,7091,6565,2051,81,44,420,520,17,23,0,93,7172,20611,29107,Texas,Southwest,Public,Large City,9152,7237,1915,5,46,58,24,36,40,74,60,46,46
Texas A & M University-Kingsville,6488,5716,1255,66,59,380,490,16,21,0,88,6940,20423,31043,Texas,Southwest,Public,Distant Town,9430,6416,3014,7,67,54,18,30,34,95,84,59,59
Texas A & M University-Texarkana,830,309,187,28,43,430,540,19,23,0,37,5578,16078,24502,Texas,Southwest,Public,Fringe Rural,1401,924,477,16,11,64,,,,98,97,50,50
Texas Christian University,18551,8791,1936,42,57,540,620,25,29,0,47,36590,50720,50720,Texas,Southwest,Private,Large City,8640,8326,314,5,11,60,59,75,76,75,65,10,10
Texas Lutheran University,1734,882,346,82,51,450,560,20,25,0,51,25890,37620,37620,Texas,Southwest,Private,Fringe Town,1329,1258,71,8,31,52,31,48,52,100,100,41,41
Texas Southern University,9746,4389,1110,76,40,370,450,15,19,0,45,7946,24566,35186,Texas,Southwest,Public,Large City,6288,5321,967,84,6,59,6,13,16,95,89,78,78
Texas State University,18939,14219,5181,72,28,460,560,21,25,0,75,8060,19620,28824,Texas,Southwest,Public,Small Suburb,31005,25683,5322,7,31,56,30,51,57,75,60,36,36
Texas Tech University,19170,12709,4785,60,40,490,590,22,27,0,66,7517,21601,30097,Texas,Southwest,Public,Midsize City,27044,24338,2706,6,21,44,33,54,59,75,54,25,24
Texas Wesleyan University,3336,998,273,52,34,460,550,19,22,0,30,22040,35454,35454,Texas,Southwest,Private,Large City,1724,1429,295,15,20,51,15,36,41,98,95,45,39
Texas Woman's University,4431,3812,1161,78,45,410,530,17,23,0,86,7339,18259,28885,Texas,Southwest,Public,Midsize City,9515,6722,2793,20,24,89,22,36,41,93,88,59,59
The College of Idaho,1116,1010,292,86,68,460,570,21,27,0,91,24055,35456,35456,Idaho,Rocky Mountains,Private,Midsize Suburb,1095,1055,40,1,15,55,54,63,67,99,99,42,42
The College of New Rochelle,1554,885,532,15,1,450,520,22,25,0,57,31260,47550,47550,New York,Mid East,Private,Large Suburb,3225,2755,470,52,13,90,16,25,26,100,100,89,89
The College of Saint Scholastica,1810,1315,432,3,91,420,530,21,26,0,73,31612,43008,43008,Minnesota,Plains,Private,Small City,2917,2423,494,3,2,69,59,68,68,100,99,28,27
The College of Wooster,5583,3145,560,57,67,550,670,25,30,0,56,41680,53500,53500,Ohio,Great Lakes,Private,Distant Town,2116,2077,39,8,4,56,70,74,75,99,99,25,25
The Evergreen State College,1583,1537,509,75,30,500,630,20,27,0,97,8574,22641,34728,Washington,Far West,Public,Midsize Suburb,4087,3766,321,5,7,53,43,53,57,85,80,32,32
